-0.00016501,-0.0001098,-9.1379e-05,-6.5532e-05,-4.7363e-05,-3.7659e-05,-3.1379e-05,-3.2628e-05,-2.2974e-05,-1.6577e-05,-1.1858e-05,-7.426e-06,-9.6042e-06,-7.5271e-06,-5.6282e-06,-4.8285e-06,-3.3608e-06,-2.3618e-06,-2.8278e-06,-2.3171e-06,-1.8072e-06,-1.5068e-06,-1.0536e-06,-7.988e-07,-6.096e-07,-4.2234e-07,-3.2569e-07,-2.4059e-07,-1.7515e-07,-1.2988e-07,-9.8403e-08,-7.0117e-08,-5.0639e-08,0.0016553,0.0028259
-0.019115,-0.015398,0.25545,0.37887,-0.092001,-0.14468,-0.086544,-0.061755,-0.060269,-0.082543,-0.20838,-0.20248,-0.13717,-0.11088,-0.086918,-0.089239,0.29662,0.37048,0.43378,-0.37679,-0.25653,-0.21352,-0.14947,-0.14464,-0.28507,0.49088,-0.21216,-0.24023,-0.16585,-0.12871,-0.09996,-0.070856,-0.050702,-0.034557,-0.023191
9.7039e-08,7.6901e-08,1.3734e-07,-2.843e-08,7.2493e-08,4.75e-08,4.1795e-08,-6.4559e-09,-5.0123e-08,2.7232e-08,3.3669e-08,-8.6625e-09,2.8467e-08,5.7452e-08,3.4055e-08,6.4155e-08,6.5166e-08,5.5591e-08,5.6625e-08,4.9045e-08,4.4174e-08,6.4788e-08,6.5668e-08,6.2694e-08,7.3767e-08,7.5673e-08,6.8487e-08,6.5169e-08,-3.1509e-08,-2.7302e-08,-3.0315e-08,-1.9715e-08,-9.6286e-10,-1.0363e-09,2.8339e-08
-0.053188,-0.053913,-0.055007,-0.057109,-0.059651,-0.05962,-0.059503,-0.06192,-0.062294,-0.063462,-0.064617,-0.064051,-0.063515,-0.064603,-0.064434,-0.064958,-0.065211,-0.065346,-0.065424,-0.065466,-0.065347,-0.064747,-0.063784,-0.062609,-0.063521,-0.062854,-0.06294,-0.062777,-0.06272,-0.062667,-0.062581,-0.062411,-0.062366,-0.062285,-0.061844
-4.0061e-05,-4.4881e-05,-3.6708e-05,-2.3279e-05,-2.5098e-05,-2.8652e-05,-3.4262e-05,-3.9646e-05,-4.5917e-05,-5.5828e-05,-6.8642e-05,-9.8304e-05,-9.5025e-05,-0.00010072,-0.00010038,-0.00010755,-0.00011374,-0.00011022,-0.00011736,-0.000121,-0.00012273,-0.00012155,-0.00012054,-0.00011752,-0.00011601,-0.00011243,-0.00010624,-0.00010348,-9.5629e-05,-9.1143e-05,-7.5108e-05,-5.3646e-05,-3.4501e-05,-3.1639e-05,-3.4048e-05
0.018367,0.02153,0.022469,0.023107,0.023191,0.023024,0.022871,0.021984,0.020987,0.018852,0.017268,0.015838,0.014261,0.012389,0.01084,0.0095346,0.0074725,0.0068405,0.0053883,0.0053739,0.0045773,0.0047166,0.0056329,0.0078534,0.0079669,0.0063748,0.0056013,0.0058254,0.0061465,0.0050509,0.0047188,0.0046825,0.0046639,0.0046946,0.0047994
1.0797e-08,1.0947e-08,3.1093e-08,-5.3609e-08,-1.204e-07,-8.7552e-08,-9.5382e-08,-6.7524e-08,-9.442e-08,-8.9316e-09,-2.3534e-08,-4.3646e-08,-3.0411e-08,-2.5878e-08,-2.4087e-08,-2.1492e-08,-1.7331e-08,-2.1497e-08,-2.365e-08,-2.2164e-08,-3.1116e-08,-1.8145e-08,5.4573e-09,-3.9587e-08,6.7619e-08,1.0772e-08,-1.443e-08,-4.6477e-09,-1.2381e-08,-2.5365e-08,-2.1193e-08,-2.1329e-08,5.4927e-09,-1.8588e-08,2.1411e-08
0.033454,0.036867,0.041095,0.046438,0.048336,0.048539,0.050426,0.052083,0.05547,0.058435,0.060263,0.061706,0.061245,0.060854,0.060538,0.060159,0.0612,0.061873,0.062117,0.0625,0.062414,0.062478,0.063068,0.063282,0.062557,0.060713,0.059494,0.059678,0.059833,0.058993,0.059081,0.058285,0.058217,0.05764,0.056698
0.00058168,0.00050096,0.00042887,0.0003539,0.00022267,0.00019801,0.0001385,4.5815e-05,-2.7068e-05,-8.4321e-05,-0.0002263,-0.00026102,-0.00035177,-0.00032575,-0.0002991,-0.00027547,-0.00032319,-0.00030848,-0.00032876,-0.00032811,-0.00033024,-0.00032909,-0.00032412,-0.00031494,-0.00029449,-0.0002749,-0.00027985,-0.00025971,-0.00023948,-0.00022956,-0.00015987,-0.00019743,-0.00013347,-7.2532e-06,-6.5849e-05
0.034985,0.03901,0.039744,0.040683,0.040976,0.040719,0.040688,0.040309,0.036539,0.036917,0.035611,0.03336,0.031315,0.029551,0.026653,0.025269,0.025152,0.02269,0.022562,0.021933,0.0219,0.022614,0.023437,0.028748,0.025772,0.02384,0.023099,0.022773,0.02299,0.022242,0.021917,0.021941,0.02205,0.022071,0.022212
